roi,policy,method,seed,N_budget,N_spawn,N_GT_evaluation_only,pred_to_gt,gt_to_pred,symmetric_chamfer,equal_cardinality_chamfer,normal_error,appearance_rmse,seam_error,runtime_s,fscore_0.5x,precision_0.5x,recall_0.5x,fscore_1.0x,precision_1.0x,recall_1.0x,fscore_2.0x,precision_2.0x,recall_2.0x
roi_D_curved_v2,hard,C2,0,47,47,160,0.035128399768726386,0.039924543899683966,0.037526471834205176,0.041182977447724284,61.657630920410156,1.2485141757010982,1.2763124857830968,3.350015640258789,0.01932367149723354,0.0425531914893617,0.0125,0.11409068746910876,0.19148936170212766,0.08125,0.4267105854164982,0.5319148936170213,0.35625
roi_D_curved_v2,hard,C3,0,47,47,160,0.035128399768726386,0.039924543899683966,0.037526471834205176,0.041182977447724284,61.657630920410156,1.2485141757010982,1.2763124857830968,3.2717185020446777,0.01932367149723354,0.0425531914893617,0.0125,0.11409068746910876,0.19148936170212766,0.08125,0.4267105854164982,0.5319148936170213,0.35625
ramen_sample_001,hard,C0,0,57,57,56,0.012025198033970319,0.021479695178982607,0.016752446606476463,0.016737499014232087,54.8961067199707,0.4396227895999534,0.2828709458919538,3.364579677581787,0.0,0.0,0.0,0.060273972602476175,0.19298245614035087,0.03571428571428571,0.5213270142176152,0.9649122807017544,0.35714285714285715
ramen_sample_001,hard,C1,0,57,57,56,0.014955763237735323,0.021529867018514542,0.018242815128124933,0.01828128598832856,48.02137756347656,0.5849389623913096,0.3571127378322754,3.3259799480438232,0.0,0.0,0.0,0.04255319148888003,0.05263157894736842,0.03571428571428571,0.5284595300256691,0.8070175438596491,0.39285714285714285
ramen_sample_001,hard,C2,0,57,57,56,0.014955763237735323,0.021529867018514542,0.018242815128124933,0.01828128598832856,48.02137756347656,0.5958335068267745,0.4569094120878594,3.4041550159454346,0.0,0.0,0.0,0.04255319148888003,0.05263157894736842,0.03571428571428571,0.5284595300256691,0.8070175438596491,0.39285714285714285
ramen_sample_001,hard,C3,0,57,57,56,0.016899905413756397,0.011718596726336992,0.014309251070046694,0.014419451702390833,45.36497497558594,0.854984422006971,0.8630896734580934,3.4367563724517822,0.053097345132243394,0.05263157894736842,0.05357142857142857,0.35294117647009,0.3333333333333333,0.375,0.7092045699499323,0.6140350877192983,0.8392857142857143
ramen_sample_002,hard,C0,0,67,67,206,0.0036906527688618414,0.007797117480302233,0.005743885124582037,0.006180701899077653,52.0365104675293,0.7746261360548495,0.3678264972769535,3.1834802627563477,0.06593406593369555,0.13432835820895522,0.043689320388349516,0.3351955307258531,0.5970149253731343,0.23300970873786409,0.7590361445778422,1.0,0.6116504854368932
ramen_sample_002,hard,C1,0,67,67,206,0.00806129645707002,0.006686381671682735,0.007373839064376378,0.007996827822922516,54.89713668823242,0.7073050570871828,0.5086244446898319,3.47160005569458,0.05662285136462006,0.1044776119402985,0.038834951456310676,0.37364763831426184,0.5373134328358209,0.28640776699029125,0.743095261168221,0.8059701492537313,0.6893203883495146
ramen_sample_002,hard,C2,0,67,67,206,0.00806129645707002,0.006686381671682735,0.007373839064376378,0.007996827822922516,54.89713668823242,0.6951262791334496,0.615230445685675,3.239788770675659,0.05662285136462006,0.1044776119402985,0.038834951456310676,0.37364763831426184,0.5373134328358209,0.28640776699029125,0.743095261168221,0.8059701492537313,0.6893203883495146
ramen_sample_002,hard,C3,0,67,67,206,0.011370011470625097,0.006762116456046892,0.009066063963335995,0.010456711982320784,51.26350784301758,0.7400392362401091,0.7893337140029151,3.279597520828247,0.046697798531924926,0.07462686567164178,0.03398058252427184,0.24678885842063703,0.2835820895522388,0.21844660194174756,0.5419100754835917,0.47761194029850745,0.6262135922330098
ramen_sample_003,hard,C0,0,90,90,56,0.026862610358447996,0.0702127976133414,0.0485377039858947,0.04879789462491538,32.14541244506836,0.8888567324532387,0.866902901397451,3.2371861934661865,0.013698630136513417,0.011111111111111112,0.017857142857142856,0.07815631262485578,0.14444444444444443,0.05357142857142857,0.20754716981103882,0.6111111111111112,0.125
ramen_sample_003,hard,C1,0,90,90,56,0.026452911116455195,0.04295834841169526,0.03470562976407523,0.036330546329794204,28.815654754638672,0.6815147600629643,0.7021155164813855,3.2598483562469482,0.039603960395545534,0.044444444444444446,0.03571428571428571,0.10695187165727359,0.13333333333333333,0.08928571428571429,0.49129447388295294,0.6555555555555556,0.39285714285714285
ramen_sample_003,hard,C2,0,90,90,56,0.026452911116455195,0.04295834841169526,0.03470562976407523,0.036330546329794204,28.815654754638672,0.7154877177672992,0.8181139408156836,3.7839322090148926,0.039603960395545534,0.044444444444444446,0.03571428571428571,0.10695187165727359,0.13333333333333333,0.08928571428571429,0.49129447388295294,0.6555555555555556,0.39285714285714285
ramen_sample_003,hard,C3,0,90,90,56,0.03557132899461704,0.027668860421290433,0.03162009470795374,0.03296205282410118,30.46733856201172,0.9240827318599388,0.9073084437366742,3.6435978412628174,0.013698630136513417,0.011111111111111112,0.017857142857142856,0.201355275894959,0.17777777777777778,0.23214285714285715,0.583055370246341,0.5111111111111111,0.6785714285714286
ramen_sample_004,hard,C0,0,26,26,56,0.01880372489418108,0.029328973602727442,0.02406634924845426,0.025288285953540535,59.22617721557617,0.42088627394765304,0.11199342029698818,3.5381922721862793,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.3658536585361523,0.5769230769230769,0.26785714285714285,0.8426966292129907,0.9615384615384616,0.75
ramen_sample_004,hard,C1,0,26,26,56,0.022093599586189554,0.020447894711548804,0.02127074714886918,0.022263883094007585,58.99232482910156,0.9788218528172216,0.8260427827660851,3.2631099224090576,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.40268456375789746,0.46153846153846156,0.35714285714285715,0.9308314937449023,0.8846153846153846,0.9821428571428571
ramen_sample_004,hard,C2,0,26,26,56,0.022093599586189554,0.020447894711548804,0.02127074714886918,0.022263883094007585,58.99232482910156,0.9888726653989016,0.8907829778946351,3.334733247756958,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.40268456375789746,0.46153846153846156,0.35714285714285715,0.9308314937449023,0.8846153846153846,0.9821428571428571
ramen_sample_004,hard,C3,0,26,26,56,0.04088943153026189,0.0315469357450178,0.036218183637639845,0.03757399012928021,64.51194763183594,1.0989721356877584,0.8784967804679695,3.144822359085083,0.02439024390200595,0.038461538461538464,0.017857142857142856,0.12631578947320024,0.15384615384615385,0.10714285714285714,0.5860465116274108,0.5384615384615384,0.6428571428571429
ramen_sample_005,hard,C0,0,88,88,56,0.03162603951290127,0.039234057658022174,0.035430048585461726,0.0367281367863318,48.30207824707031,0.8337368136924634,0.7367525056519457,3.488642692565918,0.0,0.0,0.0,0.03488372092973282,0.03409090909090909,0.03571428571428571,0.2884615384610503,0.3409090909090909,0.25
ramen_sample_005,hard,C1,0,88,88,56,0.03499383972724206,0.03330630987428408,0.03415007480076307,0.035829076241995245,49.924415588378906,0.8193170923218623,0.8846634314345421,3.304107904434204,0.01388888888841358,0.011363636363636364,0.017857142857142856,0.02777777777730247,0.022727272727272728,0.03571428571428571,0.3510392609694775,0.36363636363636365,0.3392857142857143
ramen_sample_005,hard,C2,0,88,88,56,0.03499383972724206,0.03330630987428408,0.03415007480076307,0.035829076241995245,49.924415588378906,0.8472185773219368,0.9088877917977253,3.1819286346435547,0.01388888888841358,0.011363636363636364,0.017857142857142856,0.02777777777730247,0.022727272727272728,0.03571428571428571,0.3510392609694775,0.36363636363636365,0.3392857142857143
ramen_sample_005,hard,C3,0,88,88,56,0.05630126452054627,0.03941083540185386,0.04785604996120006,0.04979689361450948,59.81292724609375,0.7870461879298303,0.9473717571989766,3.2137105464935303,0.0,0.0,0.0,0.01388888888841358,0.011363636363636364,0.017857142857142856,0.19042968749954176,0.14772727272727273,0.26785714285714285
ramen_sample_006,hard,C0,0,83,83,56,0.018154599311059807,0.039470541723366386,0.028812570517213094,0.02945854079950467,25.377426147460938,0.36885505474586283,0.3020249349481183,3.219512939453125,0.08205128205079311,0.0963855421686747,0.07142857142857142,0.1759259259254527,0.2289156626506024,0.14285714285714285,0.5454545454541487,1.0,0.375
ramen_sample_006,hard,C1,0,83,83,56,0.018343988334247576,0.02911823583572152,0.023731112084984546,0.0294282172428334,23.49494171142578,0.3370951395640105,0.32514222338531035,3.2571184635162354,0.08674101610854625,0.08433734939759036,0.08928571428571429,0.20512820512771618,0.24096385542168675,0.17857142857142858,0.6639676113355861,0.9879518072289156,0.5
ramen_sample_006,hard,C2,0,83,83,56,0.018343988334247576,0.02911823583572152,0.023731112084984546,0.0294282172428334,23.49494171142578,0.1921270257985774,0.4948373125557048,3.255028486251831,0.08674101610854625,0.08433734939759036,0.08928571428571429,0.20512820512771618,0.24096385542168675,0.17857142857142858,0.6639676113355861,0.9879518072289156,0.5
ramen_sample_006,hard,C3,0,83,83,56,0.030138157893302236,0.019848145767400637,0.02499315183035144,0.027177160719536828,47.4532585144043,0.8140723262415591,0.7471044845873163,3.2811944484710693,0.07194244604268434,0.060240963855421686,0.08928571428571429,0.22656597067923012,0.18072289156626506,0.30357142857142855,0.6931527464253993,0.5903614457831325,0.8392857142857143
ramen_sample_007,hard,C0,0,92,92,56,0.06524431048853668,0.061272711330217944,0.06325851090937731,0.06397186775073951,52.18217849731445,0.31069852171224277,0.1992076254547099,3.25872802734375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_007,hard,C1,0,92,92,56,0.06974949850260859,0.054843601263642995,0.06229654988312579,0.06512476438646961,25.761808395385742,0.42923985937721887,0.4093974466666011,3.357393503189087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_007,hard,C2,0,92,92,56,0.06974949850260859,0.054843601263642995,0.06229654988312579,0.06512476438646961,25.761808395385742,0.4341133326366447,0.4175446308212987,3.2217724323272705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_007,hard,C3,0,92,92,56,0.068054905541563,0.054425338426512884,0.06124012198403794,0.06085997297138522,25.927471160888672,0.42022040875681743,0.41726564542577277,3.2574143409729004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_008,hard,C0,0,53,53,56,0.034297693570832934,0.08360692100817568,0.058952307289504305,0.05949464520078143,65.14984893798828,1.244752795766919,0.9468283183840264,3.309608221054077,0.09271523178762388,0.1320754716981132,0.07142857142857142,0.1746216530846809,0.4716981132075472,0.10714285714285714,0.43652561247179966,0.9245283018867925,0.2857142857142857
ramen_sample_008,hard,C1,0,53,53,56,0.09666180357090005,0.07206752995962411,0.08436466676526208,0.08407061079369509,56.868446350097656,1.3501710000643137,0.9837364495444065,3.098191022872925,0.018348623852711386,0.018867924528301886,0.017857142857142856,0.036697247705922385,0.03773584905660377,0.03571428571428571,0.2757493188006439,0.20754716981132076,0.4107142857142857
ramen_sample_008,hard,C2,0,53,53,56,0.09666180357090005,0.07206752995962411,0.08436466676526208,0.08407061079369509,56.868446350097656,1.3544928001841345,1.0251556299188074,3.084486246109009,0.018348623852711386,0.018867924528301886,0.017857142857142856,0.036697247705922385,0.03773584905660377,0.03571428571428571,0.2757493188006439,0.20754716981132076,0.4107142857142857
ramen_sample_008,hard,C3,0,53,53,56,0.06534025622791574,0.0605300109722164,0.06293513360006607,0.06294664305517009,59.91910171508789,1.3897240608470438,1.2446059459759065,3.2599782943725586,0.036697247705922385,0.03773584905660377,0.03571428571428571,0.2103585657365543,0.22641509433962265,0.19642857142857142,0.5677114133643746,0.6037735849056604,0.5357142857142857
ramen_sample_009,hard,C0,0,77,77,56,0.03166277006183881,0.09004939874618934,0.06085608440401408,0.061097430125096656,62.65262985229492,0.5251263014708676,0.13247513319080106,3.3527514934539795,0.0,0.0,0.0,0.030981067125415505,0.11688311688311688,0.017857142857142856,0.3986710963451342,0.7792207792207793,0.26785714285714285
ramen_sample_009,hard,C1,0,77,77,56,0.033979682064360986,0.05745792705341373,0.045718804558887355,0.046649004802006025,63.03310012817383,0.43743495868782456,0.30172310259482876,3.1562044620513916,0.024489795917936326,0.03896103896103896,0.017857142857142856,0.08133472367012438,0.16883116883116883,0.05357142857142857,0.5133033155951261,0.7402597402597403,0.39285714285714285
ramen_sample_009,hard,C2,0,77,77,56,0.033979682064360986,0.05745792705341373,0.045718804558887355,0.046649004802006025,63.03310012817383,0.43740993864348665,0.30148689746155305,3.195923089981079,0.024489795917936326,0.03896103896103896,0.017857142857142856,0.08133472367012438,0.16883116883116883,0.05357142857142857,0.5133033155951261,0.7402597402597403,0.39285714285714285
ramen_sample_009,hard,C3,0,77,77,56,0.05168890734185301,0.04642409774787264,0.04905650254486282,0.049407546250481424,60.750030517578125,0.75269427791873,0.6652095804702054,3.3151910305023193,0.0,0.0,0.0,0.10084033613399704,0.07792207792207792,0.14285714285714285,0.41458733205325266,0.36363636363636365,0.48214285714285715
ramen_sample_010,hard,C0,0,112,112,128,0.006151287115813929,0.02099195434159637,0.01357162072870515,0.01401360661819969,58.52772903442383,0.60449055710271,0.4177703108742093,3.2940406799316406,0.05128205128175674,0.14285714285714285,0.03125,0.1944894651536884,0.5714285714285714,0.1171875,0.483076263924222,0.9821428571428571,0.3203125
ramen_sample_010,hard,C1,0,112,112,128,0.006864835914662025,0.01736425244391652,0.012114544179289272,0.012721034405667003,57.67716598510742,0.6279958833445354,0.4577224022770229,3.2075703144073486,0.06350267379648718,0.16964285714285715,0.0390625,0.24621212121178696,0.5803571428571429,0.15625,0.5684818481843982,0.9464285714285714,0.40625
ramen_sample_010,hard,C2,0,112,112,128,0.006864835914662025,0.01736425244391652,0.012114544179289272,0.012721034405667003,57.67716598510742,0.5613302884979651,0.41923894908412035,3.3571972846984863,0.06350267379648718,0.16964285714285715,0.0390625,0.24621212121178696,0.5803571428571429,0.15625,0.5684818481843982,0.9464285714285714,0.40625
ramen_sample_010,hard,C3,0,112,112,128,0.019170934211059996,0.013204333027757073,0.016187633619408535,0.01658523918140615,59.16713333129883,1.2310187588506403,1.0364033774648713,3.3532843589782715,0.036764705881868504,0.044642857142857144,0.03125,0.09166666666616889,0.09821428571428571,0.0859375,0.44891304347776123,0.4375,0.4609375
ramen_sample_011,hard,C0,0,123,123,101,0.009619909423307425,0.016638691020610625,0.013129300221959024,0.013140930256064894,55.51252746582031,1.3900958258143663,0.6872248682898621,3.2609493732452393,0.031047865458750705,0.032520325203252036,0.0297029702970297,0.15625652809652368,0.2764227642276423,0.10891089108910891,0.4844798657713912,0.8048780487804879,0.3465346534653465
ramen_sample_011,hard,C1,0,123,123,101,0.010215945282325296,0.015502616551652174,0.012859280916988736,0.012933942648552573,54.13164138793945,1.3425605566473797,0.7186722218151049,3.293637990951538,0.017857142856647683,0.016260162601626018,0.019801980198019802,0.13646702046962464,0.21951219512195122,0.09900990099009901,0.548367952521806,0.8048780487804879,0.4158415841584158
ramen_sample_011,hard,C2,0,123,123,101,0.010215945282325296,0.015502616551652174,0.012859280916988736,0.012933942648552573,54.13164138793945,1.760946797537384,1.0857949020050564,3.2429721355438232,0.017857142856647683,0.016260162601626018,0.019801980198019802,0.13646702046962464,0.21951219512195122,0.09900990099009901,0.548367952521806,0.8048780487804879,0.4158415841584158
ramen_sample_011,hard,C3,0,123,123,101,0.024366359818513077,0.013266978973215512,0.018816669395864294,0.018888693934415106,57.58599853515625,1.2365966027148834,1.429097708271911,3.47355055809021,0.0,0.0,0.0,0.08415147265028265,0.07317073170731707,0.09900990099009901,0.39002352941130874,0.3008130081300813,0.5544554455445545
ramen_sample_012,hard,C0,0,133,133,186,0.006203138580608609,0.013321525059925619,0.009762331820267114,0.00980042158587063,42.54409408569336,0.471024803682998,0.4817157055721975,3.1813628673553467,0.05015673981142603,0.06015037593984962,0.043010752688172046,0.24809575625632385,0.3157894736842105,0.20430107526881722,0.5598768324515078,0.7669172932330827,0.44086021505376344
ramen_sample_012,hard,C1,0,133,133,186,0.006250729045822204,0.011382986779509682,0.008816857912665944,0.009061908022342614,42.12171173095703,0.5117984550817893,0.5806461110645503,3.264892101287842,0.034722222221725135,0.03759398496240601,0.03225806451612903,0.24213984045002424,0.3233082706766917,0.1935483870967742,0.5853469189709046,0.7819548872180451,0.46774193548387094
ramen_sample_012,hard,C2,0,133,133,186,0.006250729045822204,0.011382986779509682,0.008816857912665944,0.009061908022342614,42.12171173095703,0.5383518046646907,0.5609307170264192,3.3443970680236816,0.034722222221725135,0.03759398496240601,0.03225806451612903,0.24213984045002424,0.3233082706766917,0.1935483870967742,0.5853469189709046,0.7819548872180451,0.46774193548387094
ramen_sample_012,hard,C3,0,133,133,186,0.0056172893431004015,0.009261848503356086,0.0074395689232282436,0.007754733977118044,23.186098098754883,0.8850234405219775,0.7346111192468098,3.512176275253296,0.03960396039565159,0.07518796992481203,0.026881720430107527,0.21245652861166175,0.3609022556390977,0.15053763440860216,0.6415094339618042,0.8947368421052632,0.5
ramen_sample_013,hard,C0,0,197,197,56,0.16841936520675216,0.12913560955078066,0.1487774873787664,0.15060533116998254,64.77323150634766,0.7389983967872952,0.5633718112237308,3.1532363891601562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_013,hard,C1,0,197,197,56,0.16548408697817454,0.08906125010854186,0.1272726685433582,0.13117040735805893,70.75608825683594,0.7184966967943232,0.7180082778324456,3.246381998062134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_013,hard,C2,0,197,197,56,0.16548408697817454,0.08906125010854186,0.1272726685433582,0.13117040735805893,70.75608825683594,0.7343212714637839,0.7425570409558229,3.276242733001709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_013,hard,C3,0,197,197,56,0.15797912777397852,0.0729477717187228,0.11546344974635066,0.1210277016921269,66.1378402709961,0.7505547938715662,0.7628531825827969,3.368309736251831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ramen_sample_014,hard,C0,0,72,72,95,0.010300530976320645,0.015088962632647357,0.012694746804484,0.012662216157631155,54.30409240722656,0.32204288767602324,0.2773887782812935,3.1750006675720215,0.06615214994437434,0.06944444444444445,0.06315789473684211,0.2574257425737987,0.3611111111111111,0.2,0.6878523833926493,0.8472222222222222,0.5789473684210527
ramen_sample_014,hard,C1,0,72,72,95,0.011755849600789285,0.017051028108943253,0.014403438854866269,0.014686500595067532,54.51934814453125,0.42418202771630653,0.32408451167293034,3.222316026687622,0.047904191616275946,0.05555555555555555,0.042105263157894736,0.21133231240384515,0.3194444444444444,0.15789473684210525,0.5759605216773658,0.7916666666666666,0.45263157894736844
ramen_sample_014,hard,C2,0,72,72,95,0.011755849600789285,0.017051028108943253,0.014403438854866269,0.014686500595067532,54.51934814453125,0.43366458466572966,0.4434566482394633,3.2199158668518066,0.047904191616275946,0.05555555555555555,0.042105263157894736,0.21133231240384515,0.3194444444444444,0.15789473684210525,0.5759605216773658,0.7916666666666666,0.45263157894736844
ramen_sample_014,hard,C3,0,72,72,95,0.012242952069000779,0.01861609839876245,0.015429525233881615,0.015994156382170478,49.31058120727539,0.39560625205096683,0.442552146759976,3.3291213512420654,0.047904191616275946,0.05555555555555555,0.042105263157894736,0.19160525472562945,0.3194444444444444,0.1368421052631579,0.45728845380137745,0.7638888888888888,0.3263157894736842
ramen_sample_015,hard,C0,0,94,94,60,0.016379499132924902,0.0424999283992322,0.029439713766078554,0.029406954458863113,63.63125991821289,0.5059040379200734,0.31129637570748847,3.160850763320923,0.0,0.0,0.0,0.0,0.0,0.0,0.05973451327414994,0.2872340425531915,0.03333333333333333
ramen_sample_015,hard,C1,0,94,94,60,0.016530512449150762,0.04206350658744779,0.029297009518299277,0.02870450893065479,63.34018325805664,0.5796163638660553,0.40271758658020773,3.296579122543335,0.0,0.0,0.0,0.0,0.0,0.0,0.05801104972353096,0.22340425531914893,0.03333333333333333
ramen_sample_015,hard,C2,0,94,94,60,0.016530512449150762,0.04206350658744779,0.029297009518299277,0.02870450893065479,63.34018325805664,0.8450176988020763,0.7014179884104491,3.174083709716797,0.0,0.0,0.0,0.0,0.0,0.0,0.05801104972353096,0.22340425531914893,0.03333333333333333
ramen_sample_015,hard,C3,0,94,94,60,0.02749406538692385,0.018009026061215853,0.02275154572406985,0.024345987743362635,63.37934112548828,0.78888373980463,0.8692786599343498,3.215508460998535,0.0,0.0,0.0,0.07228915662601479,0.06382978723404255,0.08333333333333333,0.11940298507420806,0.0851063829787234,0.2
ramen_sample_016,hard,C0,0,133,133,177,0.008814996541982562,0.02619188353481837,0.017503440038400465,0.017598319358941978,49.85036087036133,0.517797863409844,0.8398548072784164,3.1345949172973633,0.008213552360999271,0.015037593984962405,0.005649717514124294,0.0583941605837027,0.21052631578947367,0.03389830508474576,0.3448840187843987,0.9849624060150376,0.20903954802259886
ramen_sample_016,hard,C1,0,133,133,177,0.009344096575418681,0.02451488427012486,0.01692949042277177,0.01727909400223592,51.76350402832031,0.5597524024416481,0.916379227324949,3.1437230110168457,0.009512485136475702,0.03007518796992481,0.005649717514124294,0.06578709560788927,0.19548872180451127,0.03954802259887006,0.36379639137419084,0.9323308270676691,0.22598870056497175
ramen_sample_016,hard,C2,0,133,133,177,0.009344096575418681,0.02451488427012486,0.01692949042277177,0.01727909400223592,51.76350402832031,0.7229256344268495,1.2524392134945241,3.393054246902466,0.009512485136475702,0.03007518796992481,0.005649717514124294,0.06578709560788927,0.19548872180451127,0.03954802259887006,0.36379639137419084,0.9323308270676691,0.22598870056497175
ramen_sample_016,hard,C3,0,133,133,177,0.01592515012992231,0.013439242842460683,0.014682196486191498,0.01496014363623318,62.1392822265625,1.1741706812879515,1.2073527792821073,3.496002674102783,0.04123711340158529,0.05263157894736842,0.03389830508474576,0.2362000346075826,0.2932330827067669,0.1977401129943503,0.5424467712423506,0.5037593984962406,0.5875706214689266
ramen_sample_017,hard,C0,0,114,114,56,0.015284772494463188,0.04026743968018671,0.027776106087324948,0.02807549166761079,67.85943603515625,1.0085866205319212,0.504275091510596,3.1550700664520264,0.0,0.0,0.0,0.06206896551701365,0.23684210526315788,0.03571428571428571,0.2680479119453365,0.8070175438596491,0.16071428571428573
ramen_sample_017,hard,C1,0,114,114,56,0.016894449631101646,0.029775739387009035,0.02333509450905534,0.02473828835975162,60.272647857666016,0.9211028605246749,0.5216500049684857,3.429352283477783,0.0,0.0,0.0,0.10775862068928453,0.21929824561403508,0.07142857142857142,0.3797468354426726,0.7894736842105263,0.25
ramen_sample_017,hard,C2,0,114,114,56,0.016894449631101646,0.029775739387009035,0.02333509450905534,0.02473828835975162,60.272647857666016,0.7886104613501465,1.11793654423321,3.4682374000549316,0.0,0.0,0.0,0.10775862068928453,0.21929824561403508,0.07142857142857142,0.3797468354426726,0.7894736842105263,0.25
ramen_sample_017,hard,C3,0,114,114,56,0.02111275815611699,0.01837522602703165,0.01974399209157432,0.02374428865360413,53.08718490600586,0.7283957609096398,0.7204239637353524,3.3186681270599365,0.023529411764264083,0.017543859649122806,0.03571428571428571,0.1192660550453726,0.11403508771929824,0.125,0.6248131539606392,0.5789473684210527,0.6785714285714286
ramen_sample_018,hard,C0,0,117,117,56,0.01834705055948505,0.0417299561761668,0.030038503367825924,0.030186493451904252,25.146848678588867,0.6487294092158115,0.4950890846522132,3.085200309753418,0.0,0.0,0.0,0.04210526315741074,0.05128205128205128,0.03571428571428571,0.4619454130091346,0.9658119658119658,0.30357142857142855
ramen_sample_018,hard,C1,0,117,117,56,0.018920180645222155,0.032276305985886544,0.02559824331555435,0.0269089067777711,25.867910385131836,0.5288731839544581,0.4457660767832241,3.1453073024749756,0.02105263157846338,0.02564102564102564,0.017857142857142856,0.0503778337527329,0.08547008547008547,0.03571428571428571,0.5783132530116092,0.8888888888888888,0.42857142857142855
ramen_sample_018,hard,C2,0,117,117,56,0.018920180645222155,0.032276305985886544,0.02559824331555435,0.0269089067777711,25.867910385131836,0.6443250179449,0.5624870835692823,3.089149236679077,0.02105263157846338,0.02564102564102564,0.017857142857142856,0.0503778337527329,0.08547008547008547,0.03571428571428571,0.5783132530116092,0.8888888888888888,0.42857142857142855
ramen_sample_018,hard,C3,0,117,117,56,0.029060244681177388,0.022547059128413094,0.025803651904795243,0.028257369958235443,47.11435317993164,0.8467686854405858,0.8663458119299117,3.3782055377960205,0.03468208092441765,0.02564102564102564,0.05357142857142857,0.15791757049846653,0.11965811965811966,0.23214285714285715,0.6035889070141855,0.5555555555555556,0.6607142857142857
