roi,known,radius,normalized_radius_units,n_cameras_see_hole,visible_support_fraction,boundary_support_count,norm_dist_center_support,support_density,projected_support_coverage,n_depth_modes,depth_variance,depth_discontinuity,depth_mode_entropy,depth_min_mode_sep,cross_view_depth_std,n_normal_clusters,normal_dispersion,normal_entropy,pca_curvature,graph_components_C0,graph_components_C1,graph_components_C3,largest_component_fraction,n_semantic_ids,semantic_entropy,semantic_purity,semantic_confidence,cross_modal_normal_sem_agreement,group,scene,center_x,center_y,center_z,camera_selected_ids
teatime_sample_012,False,0.23919687138182627,11.770906033868865,51,1.0,60.0,11.772017924086025,236.67955325144186,0.34160828698578716,3,1.609543223992686,3.8784259026672476,1.0698979401958355,1.3258683151841986,0.13064406290378303,7,50.754521746710786,2.072326583694641e-08,0.08806498322743563,1,2,17,0.2833333333333333,5,1.3815510557964273e-10,0.6166666666666667,0.5837988257408142,0.5833333333333334,R2,teatime,6.930506706237793,-3.2822539806365967,11.402912139892578,31;47;45;30
teatime_sample_013,False,0.2370376887491118,11.664717297805005,16,1.0,80.0,11.69389281637174,276.47520937485643,0.22772090255349495,3,2.424562167489612,5.918576380682435,1.0692295596623662,2.5337322156214803,0.061432186618043436,7,38.820956825491145,2.072326583694641e-08,0.08006844874508671,1,3,9,0.425,3,1.934171478114998e-10,0.8,0.538806676864624,0.7625,R2,teatime,-21.759044647216797,14.58631420135498,-12.526673316955566,112;110;107;108
teatime_sample_014,False,0.2068985275095157,10.18150268684811,8,1.0,73.0,10.242465795217523,455.43152803045905,0.05367583171720486,3,1.6533244243402867,3.986381503604264,4.681532224497382e-10,1.37493569494292,0.07835844679272332,5,23.98980306741205,2.072326583694641e-08,0.08804082050619605,1,2,7,0.3013698630136986,3,2.486791900433569e-10,0.6027397260273972,0.4919760823249817,0.410958904109589,R2,teatime,4.395530700683594,-16.245349884033203,14.897669792175293,153;161;176;174
teatime_sample_015,False,0.1664469175630741,8.190751778783213,23,1.0,140.0,8.205494324970866,1179.5438541093797,0.05810448419316017,3,1.2499552375399854,3.0563874519579723,1.0763668310386638,1.3712917216043614,0.07653433934832897,7,34.126226228559794,2.072326583694641e-08,0.08627481048972928,1,10,28,0.24285714285714285,6,1.934171478114998e-10,0.42857142857142855,0.41811180114746094,0.4142857142857143,R2,teatime,-2.5549192428588867,10.281713485717773,-8.729302406311035,11;8;5;22
teatime_sample_016,False,0.24660377806882608,12.135519351685462,10,1.0,119.0,12.276083110505164,279.15328949700233,0.27788960169081056,3,1.8441182447854876,4.505082587971167,1.0273002848175616,1.9668008347442552,0.0703994400366448,8,41.50376854345396,2.072326583694641e-08,0.1650738508922555,1,8,13,0.40336134453781514,3,2.486791900433569e-10,0.6890756302521008,0.49125856161117554,0.5042016806722689,R2,teatime,-18.202377319335938,8.423979759216309,-9.270515441894531,112;110;107;109
teatime_sample_017,False,0.22665418131210238,11.153678787668866,31,1.0,107.0,11.183597246033916,421.21632151153466,0.07796022308772634,3,1.982968503688648,4.852243842734861,1.0502808225792204,2.2349788917362154,0.11328068511903742,7,37.78308430287855,2.072326583694641e-08,0.14076938965537156,1,4,5,0.9065420560747663,3,3.315722533911426e-10,0.9813084112149533,0.9223145842552185,0.6635514018691588,R2,teatime,-12.850557327270508,-4.100106716156006,12.525089263916016,160;115;151;150
teatime_sample_018,False,0.1210261974533374,5.955713340354047,83,1.0,531.0,5.9560899183534515,9584.246765741795,0.1631917562696574,3,1.310611467238615,3.195910301144758,0.9486798314016235,1.3347463142166909,0.2454286515287875,8,47.56441551721824,2.072326583694641e-08,0.10540180369634594,1,12,155,0.21468926553672316,7,1.6578612669557127e-10,0.4256120527306968,0.5148417949676514,0.5103578154425612,R2,teatime,-2.3158457279205322,1.6509071588516235,0.2559475004673004,90;138;85;84
teatime_sample_019,False,0.49485368208610575,24.352107511492264,4,1.0,44.0,24.375651422869108,23.95601340094496,0.2602840163948095,3,1.8500415785803226,4.528652770165962,0.9886270483342273,2.121426571951588,0.054151848233581865,7,33.50343790248683,2.072326583694641e-08,0.11239487045727974,1,3,3,0.9545454545454546,1,2.486791900433569e-10,1.0,0.525465726852417,0.7272727272727273,R4,teatime,-30.282512664794922,-22.866254806518555,20.10944366455078,160;152;115;151
teatime_sample_020,False,0.11447327768890746,5.633160508954796,15,1.0,39.0,5.789014961675613,1018.5421606144417,0.35077418581433045,3,2.138465633968215,5.229800563919039,0.9594545324447987,2.358876355913651,0.10440942410066202,6,29.228192955924843,2.072326583694641e-08,0.05396795334017707,1,2,4,0.9230769230769231,3,1.934171478114998e-10,0.9230769230769231,0.5772264003753662,0.6923076923076923,R4,teatime,18.622936248779297,8.325387954711914,-5.300217151641846,14;20;17;16
teatime_sample_021,False,0.08410534860410385,4.13874514143492,4,1.0,48.0,4.139739143020006,3158.825464570772,0.3075296154812432,3,1.4874399494255786,3.5013227536591742,1.097625061190254,0.8779051421376423,0.0736374721302253,8,48.71083849165245,2.072326583694641e-08,0.1138403398262045,1,6,9,0.375,3,1.6578612669557127e-10,0.7708333333333334,0.4487743079662323,0.7083333333333334,R4,teatime,-7.13669490814209,4.489726543426514,-17.111366271972656,2;9;10;15
teatime_sample_022,False,0.09565451406420836,4.707056643049271,29,1.0,42.0,4.769299201099639,1955.2080560642823,0.06917134058265065,3,2.399617387220951,5.860332324203245,0.9452871935141193,2.5375913155272265,0.05434110299648402,6,28.767251878084192,2.072326583694641e-08,0.06743948392696465,1,4,6,0.42857142857142855,3,3.592032745070711e-10,0.9285714285714286,0.7477124929428101,0.7142857142857143,R4,teatime,-3.8326263427734375,-16.09288215637207,27.85966682434082,161;153;33;152
teatime_sample_023,False,0.13092983587311793,6.442905954345347,5,1.0,153.0,6.472384432131761,2294.0632891277664,0.17607931353161307,3,0.6688929784021418,1.6330814902865498,0.9999081875929471,0.7018071011534097,0.04652607570811984,8,43.46590381925471,2.072326583694641e-08,0.13165604007398216,2,9,28,0.2875816993464052,7,1.934171478114998e-10,0.6209150326797386,0.27912425994873047,0.5098039215686274,R2,teatime,11.851454734802246,-10.686354637145996,7.587851047515869,154;153;30;177
teatime_sample_024,False,0.37311451801493545,18.361215086560886,0,0.0,99.0,18.370074647204152,140.6024270788743,0.0,1,0.0,0.0,0.0,0.0,0.0,8,47.02961355848703,2.072326583694641e-08,0.1111817764541992,1,4,4,0.8888888888888888,1,2.486791900433569e-10,1.0,0.6039722561836243,0.8787878787878788,R4,teatime,27.73882293701172,-4.202500343322754,-8.70748519897461,173;25;175;17
teatime_sample_025,False,0.16395767005732645,8.06824618633064,9,1.0,110.0,8.100788139689008,1116.225711856329,0.37976798912555076,3,1.1365159742306248,2.7838837229593825,0.4963120392159881,1.3904991738515022,0.06410614542671358,8,53.7953333155656,2.072326583694641e-08,0.11014959188161258,1,3,3,0.9818181818181818,1,1.9341714781149983e-10,1.0,0.4939795732498169,0.9272727272727272,R2,teatime,12.920249938964844,2.4724793434143066,-1.488746166229248,20;25;17;175
teatime_sample_026,False,0.13077879080283292,6.435612247920151,6,1.0,74.0,6.500066602077114,976.8220391320555,0.0709326913942111,3,1.3702504125536952,3.337553682447222,0.5103802306085531,1.3610603620527435,0.04428218124604091,8,46.174340024705565,2.072326583694641e-08,0.11051331876371649,1,3,12,0.7432432432432432,4,1.6578612669557127e-10,0.7702702702702703,0.5009803175926208,0.6891891891891891,R2,teatime,7.977663040161133,-21.49387550354004,18.903583526611328,153;161;176;174
teatime_sample_027,False,0.5198465266010113,25.581644109626417,0,0.0,43.0,25.618137215454073,56.22849612876687,0.0,1,0.0,0.0,0.0,0.0,0.0,7,43.87572925986915,2.072326583694641e-08,0.10216974678824094,1,5,10,0.3023255813953488,2,2.2104816892742837e-10,0.5581395348837209,0.3520238697528839,0.4418604651162791,R4,teatime,-16.377853393554688,-11.761176109313965,-3.641087770462036,158;157;111;113
teatime_sample_028,False,0.160407295662075,7.89372317223618,101,1.0,170.0,7.904497231085654,1454.827708455654,0.3373801255887258,3,2.064916846271416,5.04759764325712,1.051740198223517,2.243111018351355,0.4386429841668172,8,54.31228344102582,2.072326583694641e-08,0.11296047837077895,1,9,64,0.12941176470588237,9,1.9341714781149983e-10,0.4470588235294118,0.44035810232162476,0.49411764705882355,R2,teatime,0.834356427192688,0.4246657192707062,3.4169583320617676,81;47;98;95
teatime_sample_029,False,0.08128409850306381,3.9998644523419458,9,1.0,192.0,4.013742823429854,7738.263041253049,0.07503833275512779,3,1.3242025676616496,3.213035214661419,0.9489344405226853,1.2216676197811296,0.1081992271070906,8,62.80676663987265,2.072326583694641e-08,0.08925519858053602,1,9,23,0.22395833333333334,6,2.2104816892742834e-10,0.5677083333333334,0.2967889606952667,0.484375,R2,teatime,1.7779637575149536,4.257822036743164,-6.573927879333496,22;8;9;2
teatime_sample_030,False,0.22347011932841582,10.997098174532274,4,1.0,111.0,11.001568322762553,539.4226817649255,0.27250654072511893,3,0.47664644171499093,1.0965163852896236,1.0825353425554969,0.2009800629107854,0.029444550337600274,8,37.098393213585545,2.072326583694641e-08,0.19273622975073124,1,3,16,0.6126126126126126,3,2.486791900433569e-10,0.6486486486486487,0.37811288237571716,0.38738738738738737,R4,teatime,-7.2134175300598145,4.667751789093018,-10.846117973327637,107;105;10;108
teatime_sample_031,False,0.20482328990868506,10.079242647867634,4,1.0,194.0,10.104589330288416,807.2521396618359,0.09548577820571341,3,1.1970165126255146,2.918483232158941,0.9019472439189815,1.2149874258452122,0.06679543058280356,8,49.094700259041836,2.072326583694641e-08,0.0932165947209861,1,5,5,0.8762886597938144,1,1.9341714781149983e-10,1.0,0.5926828384399414,0.8814432989690721,R4,teatime,10.63357925415039,4.883604049682617,-12.474729537963867,14;22;9;18
teatime_sample_032,False,0.08128409850306381,3.9997431452202017,96,1.0,1088.0,4.006085100904192,39260.305135769144,0.1824013405124361,3,2.169890482158439,5.16294497529287,0.6334012262608638,1.487895532374603,0.1944837758156424,8,57.449915655566244,2.072326583694641e-08,0.10986903643389162,1,42,363,0.14522058823529413,11,1.3815510557964273e-10,0.38878676470588236,0.553922176361084,0.5698529411764706,R2,teatime,-1.364858865737915,2.433941602706909,0.7603780627250671,84;85;57;83
teatime_sample_033,False,0.2700164059138124,13.287702441785052,2,0.6666666666666666,84.0,13.32317567099819,306.56177613780926,0.2528117685220372,3,0.32321629887532805,0.7915989054761923,0.8192299998006969,0.3840576044736608,0.01110973307297897,6,26.423815377256556,2.072326583694641e-08,0.0884173267917344,1,4,10,0.2857142857142857,3,1.9341714781149983e-10,0.5595238095238095,0.3937283456325531,0.35714285714285715,R4,teatime,-32.40095901489258,-11.369275093078613,15.512998580932617,160;114;113;151
teatime_sample_034,False,0.24917570889274668,12.262112988157222,16,1.0,131.0,12.340663993260147,610.3272099181535,0.2467692455785258,3,1.2855492125661059,3.110184409718583,0.6390303981967875,1.1285594349111783,0.082517098049665,7,36.26942130376892,2.072326583694641e-08,0.18458061207095286,1,4,7,0.6641221374045801,2,1.6578612669557127e-10,0.9465648854961832,0.8059384822845459,0.7251908396946565,R2,teatime,7.640802383422852,-5.897677898406982,9.07796859741211,153;154;31;30
teatime_sample_035,False,0.47416148202558717,23.333723460635323,7,1.0,134.0,23.33554996726202,80.69022836384922,0.01014226403469363,3,2.279983968609511,5.459174526517383,0.7823011422412405,1.709522974210465,0.0743564097292584,7,37.577410530997085,2.072326583694641e-08,0.11584278352639893,1,11,23,0.19402985074626866,5,2.2104816892742834e-10,0.4925373134328358,0.34447765350341797,0.47761194029850745,R2,teatime,2.598961114883423,-23.83794593811035,20.719392776489258,153;161;176;174
teatime_sample_036,False,0.2630757787788006,12.946135100614637,2,0.6666666666666666,162.0,12.958570516331493,379.3038102454333,0.33612401217595345,3,0.30132409076506217,0.7320892596630735,0.866337234899841,0.2847001681040098,0.012970693019621091,8,47.517821028990994,2.072326583694641e-08,0.11135572539904631,1,4,6,0.9012345679012346,2,3.5920327450707115e-10,0.9876543209876543,0.8732629418373108,0.8333333333333334,R4,teatime,29.0102596282959,-2.430824041366577,4.371068954467773,154;175;53;34
teatime_sample_037,False,0.08128409850306381,3.9995380668784017,91,1.0,859.0,4.00718731155856,36102.41102702249,0.397166554998265,3,1.680323964660717,4.0982724088992555,1.066558997095845,1.7192555217773595,0.3939362032875973,8,57.5856621828425,2.072326583694641e-08,0.11166091263165762,1,29,282,0.11175785797438882,10,1.6578612669557127e-10,0.3550640279394645,0.4510129988193512,0.59953434225844,R2,teatime,2.2658779621124268,0.7863651514053345,1.8796426057815552,43;44;80;86
teatime_sample_038,False,0.37739676394647137,18.57195164267563,8,1.0,25.0,18.67180735875088,126.49019436874899,0.10527396894494531,3,1.493561309048954,3.640627629145971,1.0335342774791334,1.507844493006294,0.0851125024586785,5,24.826672250487036,4.144653167389282e-08,0.06404481044594298,1,2,6,0.56,4,2.2104816892742834e-10,0.56,0.5793197751045227,0.48,R4,teatime,-1.360582947731018,5.998046875,-8.36042308807373,8;2;9;11
teatime_sample_039,False,0.08585221811033282,4.224688464383748,9,1.0,108.0,4.225049368354279,4611.79688042366,0.4037528007348785,3,0.8494129426679035,2.080525085214477,1.011985308313472,1.022315687232794,0.05123044249326877,8,61.94893483716019,2.072326583694641e-08,0.049415559859824376,1,3,3,0.9814814814814815,1,1.9341714781149983e-10,1.0,0.374514639377594,0.9814814814814815,R2,teatime,14.532825469970703,0.8896307945251465,0.6811150908470154,175;53;25;27
teatime_sample_040,False,0.21578649387093707,10.618895343855435,0,0.0,76.0,10.651487552317624,395.3592797247011,0.0,1,0.0,0.0,0.0,0.0,0.0,8,48.396910185845336,2.072326583694641e-08,0.11004786839069822,1,8,11,0.7236842105263158,2,2.2104816892742837e-10,0.9210526315789473,0.6432506442070007,0.8289473684210527,R4,teatime,27.366588592529297,-4.242212295532227,-11.810604095458984,173;25;14;17
teatime_sample_041,False,0.23212930486328978,11.423010543565523,10,1.0,93.0,11.43677372112278,323.70344846364145,0.014819278008981071,3,1.5553809662658473,3.7961636956359257,0.8500895222677463,1.618259273762174,0.04147673751100734,8,41.20860486685654,2.072326583694641e-08,0.1499285739784604,1,5,5,0.9032258064516129,1,2.7631021115928546e-11,1.0,0.8582750558853149,0.7741935483870968,R2,teatime,0.2669488787651062,-22.541913986206055,22.794090270996094,161;153;152;174
teatime_sample_042,False,0.15507200604500432,7.6309600210723305,0,0.0,148.0,7.650034976626139,1618.4088519250151,0.0,1,0.0,0.0,0.0,0.0,0.0,8,34.76788572751949,2.072326583694641e-08,0.1301971370454655,1,11,25,0.20945945945945946,3,2.486791900433569e-10,0.6418918918918919,0.3149207830429077,0.4527027027027027,R4,teatime,-14.59770679473877,-2.490676164627075,-6.929104328155518,112;111;110;109
teatime_sample_043,False,0.42039057289524473,20.687796907804287,46,1.0,91.0,20.941089239922785,143.33928607637975,0.3059232294963322,3,1.382163488299904,3.3691965679325566,1.0860026669092653,1.3963666883253314,0.10165683567709277,7,38.690585731018444,2.072326583694641e-08,0.14025325927807725,1,5,34,0.18681318681318682,6,1.934171478114998e-10,0.32967032967032966,0.5012447237968445,0.4945054945054945,R2,teatime,8.708052635192871,-5.4044928550720215,12.754158020019531,31;153;30;47
teatime_sample_044,False,0.11170597123264689,5.497009960852661,19,1.0,126.0,5.553219527900011,2663.5967207745543,0.191035198500106,3,1.4766432788752737,3.616567307602896,0.5516525956564029,1.758585958711091,0.07697849194145104,6,22.647274974219343,2.072326583694641e-08,0.0962856491673005,1,4,15,0.30952380952380953,5,1.934171478114998e-10,0.6349206349206349,0.4730725884437561,0.4444444444444444,R2,teatime,-17.617511749267578,-2.4195525646209717,8.003602981567383,160;113;114;151
teatime_sample_045,False,0.4474119095086285,22.01746357902282,2,0.6666666666666666,92.0,22.128409139343198,94.51016222948343,0.11023399629648079,3,1.775786418914884,4.041790165245484,0.853347366462639,0.6286567695796315,0.08827712730494783,8,42.62335906398915,2.072326583694641e-08,0.09594154608067682,1,8,14,0.20652173913043478,3,2.486791900433569e-10,0.4782608695652174,0.5450154542922974,0.43478260869565216,R4,teatime,9.797195434570312,3.2179837226867676,-21.22059440612793,9;15;22;2
teatime_sample_046,False,0.08128409850306381,3.999760642612907,96,1.0,1142.0,4.006418077533967,39886.19405822344,0.39961990859881097,3,1.636596651973069,3.9860845729214223,1.007340328073544,1.6237645606757027,0.3822235768695799,8,52.239769106186486,2.072326583694641e-08,0.10359229358618431,1,54,382,0.09369527145359019,9,1.9341714781149983e-10,0.3309982486865149,0.39137762784957886,0.6129597197898424,R2,teatime,2.334163188934326,1.0281171798706055,1.704155445098877,43;44;80;103
teatime_sample_047,False,0.4248539766309732,20.907370965631216,44,1.0,112.0,21.00528026730183,101.41217197041199,0.19021145282421725,3,1.9375740929146121,4.736090928179436,0.8596671258602313,2.101676950719984,0.07278251162846133,7,32.52339223155611,2.072326583694641e-08,0.15630402276577923,1,7,23,0.25,4,2.7631021115928547e-10,0.5714285714285714,0.5812997817993164,0.36607142857142855,R2,teatime,3.9909589290618896,-12.348455429077148,26.374614715576172,161;153;33;31
teatime_sample_048,False,0.18262421122922512,8.986903283218082,15,1.0,190.0,9.001682300262056,1755.9588941087477,0.262266140750903,3,1.2911880054119043,3.1476045785174946,0.7094549376034445,1.3060558478074142,0.07757937778980678,8,51.3877760202024,2.072326583694641e-08,0.1485312019391632,1,11,14,0.7473684210526316,2,1.6578612669557127e-10,0.9578947368421052,0.8814429044723511,0.8210526315789474,R2,teatime,8.30561637878418,-5.420726299285889,8.867044448852539,154;31;30;153
