roi,known,radius,normalized_radius_units,n_cameras_see_hole,visible_support_fraction,boundary_support_count,norm_dist_center_support,support_density,projected_support_coverage,n_depth_modes,depth_variance,depth_discontinuity,depth_mode_entropy,depth_min_mode_sep,cross_view_depth_std,n_normal_clusters,normal_dispersion,normal_entropy,pca_curvature,graph_components_C0,graph_components_C1,graph_components_C3,largest_component_fraction,n_semantic_ids,semantic_entropy,semantic_purity,semantic_confidence,cross_modal_normal_sem_agreement,group,scene,center_x,center_y,center_z,camera_selected_ids
ramen_sample_011,False,0.041701710023693064,3.9997584340409453,126,1.0,649.0,4.056589653623829,172549.4876928826,0.3293228615849944,3,1.7060746054258862,4.135142510034507,0.6814556043454296,1.5445465586261031,0.27582786957642885,8,51.60139869580371,2.072326583694641e-08,0.10635784346495626,1,22,202,0.16024653312788906,12,1.1052408446371418e-10,0.362095531587057,0.5159848928451538,0.576271186440678,R2,ramen,-1.4086790084838867,1.7998241186141968,2.431297779083252,122;121;124;120
ramen_sample_012,False,0.041701710023693064,3.9994220739804422,106,1.0,643.0,4.016172019737096,186665.2577483443,0.3387574337718539,3,1.9220693563898112,4.688412724109156,0.8060692842238404,1.971825717034104,0.3407542655261675,7,19.141805921125982,2.072326583694641e-08,0.16060346959652946,1,13,97,0.6049766718506998,14,5.526204223185709e-11,0.6283048211508554,0.6030893325805664,0.4572317262830482,R2,ramen,-0.901141881942749,0.5969848036766052,2.6550140380859375,22;16;122;25
ramen_sample_013,False,0.23654141280123678,22.6889653322251,2,0.6666666666666666,288.0,22.736562392649827,4124.799296913803,0.37241971375043753,3,0.11477695668705216,0.2808254397560437,0.8594587402535905,0.1288076206580655,0.04743294469712878,8,71.00610563840729,2.072326583694641e-08,0.05972190630184459,2,18,33,0.2638888888888889,4,1.6578612669557127e-10,0.3958333333333333,0.48580774664878845,0.6006944444444444,R4,ramen,-4.545436859130859,1.1269687414169312,-0.32275626063346863,106;101;102;53
ramen_sample_014,False,0.041701710023693064,3.999711344903364,1,0.3333333333333333,295.0,4.006592922626195,88065.55049526853,0.3323453946067228,3,0.02823357983910233,0.06913214704913662,1.0851886129730566,0.032932880127643394,0.0,8,63.518853721808085,2.072326583694641e-08,0.07742945992097787,1,19,25,0.8576271186440678,2,1.3815510557964273e-10,0.9627118644067797,0.4372750520706177,0.9423728813559322,R4,ramen,-4.601228713989258,0.5434919595718384,0.5560892820358276,78;79;70;77
ramen_sample_015,False,0.041701710023693064,3.9999822829711293,99,1.0,300.0,4.001233610960776,83641.20465698949,0.4670207278329275,3,1.3816395255133707,3.382306984145627,1.0414690364371482,1.5902842607708934,0.24546050134496036,8,61.29836502898502,2.072326583694641e-08,0.08386154318469621,1,6,102,0.33666666666666667,9,1.9341714781149983e-10,0.4266666666666667,0.5997468829154968,0.5633333333333334,R2,ramen,1.5976629257202148,1.5060571432113647,3.6276192665100098,122;42;124;40
ramen_sample_016,False,0.041701710023693064,3.999517490515905,127,1.0,769.0,4.01019920487356,223324.12326551348,0.33854565015816146,3,1.5904281511528677,3.86807335580445,0.6542944756541937,1.5326838985488824,0.26609252151856433,8,55.602950370088756,2.072326583694641e-08,0.09345449349574562,1,28,217,0.14954486345903772,8,2.2104816892742837e-10,0.38881664499349805,0.5452781915664673,0.5786736020806242,R2,ramen,-1.1750733852386475,1.9769039154052734,2.146700859069824,122;121;124;120
ramen_sample_017,False,0.07481175618244054,7.175992237921417,19,1.0,335.0,7.190056222496363,25215.051683424463,0.1775142087033336,3,1.7707287607903592,4.282157751979135,1.031007103152565,1.5435796796056094,0.3785791406741311,8,49.65000663082044,2.072326583694641e-08,0.1148951135301547,1,13,70,0.1880597014925373,7,2.486791900433569e-10,0.6805970149253732,0.6013485789299011,0.5701492537313433,R2,ramen,-4.186044692993164,1.3719463348388672,1.784384846687317,70;53;71;52
ramen_sample_018,False,0.09185096723621297,8.810551653670432,72,1.0,224.0,8.818221724916308,12066.785279359505,0.4892377392768894,3,1.300590156070293,3.1838371825398504,0.7931373315720475,1.4955236245506818,0.2011470393827832,8,52.471721605205815,2.072326583694641e-08,0.06636580456178547,1,9,70,0.14732142857142858,8,2.2104816892742837e-10,0.25,0.40880972146987915,0.7276785714285714,R2,ramen,3.0766303539276123,2.578240394592285,2.840651512145996,124;122;123;62
ramen_sample_019,False,0.07376128642772416,7.075230496843812,115,1.0,122.0,7.076065223604385,9936.79716423469,0.36269539997435346,3,1.768935936415118,4.326735435352062,0.529155119464204,1.9618114811430578,0.2677004783420874,8,31.921873286083176,2.072326583694641e-08,0.06545077076072602,1,4,34,0.20491803278688525,8,2.2104816892742837e-10,0.32786885245901637,0.38934633135795593,0.4262295081967213,R2,ramen,-1.329789400100708,1.8013520240783691,3.775036573410034,122;124;121;16
ramen_sample_020,False,0.08650443501728373,8.297432460150786,3,1.0,51.0,8.388696764511296,3210.0747910220402,0.17805182355464164,3,0.10742799838276476,0.26107625935067524,1.0609442408074992,0.10202713413033582,0.014238745142326186,6,37.11714086271268,2.072326583694641e-08,0.10525380499006835,1,1,4,0.49019607843137253,2,2.7631021115928547e-10,0.7843137254901961,0.5643179416656494,0.7254901960784313,R4,ramen,1.2801415920257568,-2.8617465496063232,4.9943623542785645,42;43;10;9
ramen_sample_021,False,0.07278213849214445,6.981148518290395,7,1.0,228.0,6.998406025021614,21597.99474528575,0.3725620152629338,3,1.2892998637917041,3.0567748946043842,1.0710985935537318,0.8410599727552004,0.12140456962950241,8,41.10859892470516,2.072326583694641e-08,0.09007927256359846,1,13,16,0.6710526315789473,2,1.3815510557964273e-10,0.9868421052631579,0.6253587007522583,0.8245614035087719,R2,ramen,5.204014301300049,5.202233791351318,-1.5791893005371094,108;105;103;107
ramen_sample_022,False,0.041701710023693064,3.999910917378976,54,1.0,517.0,4.009193157575901,135047.88963508882,0.3334976047280236,3,1.7557280132751107,4.257891799748879,1.0407009789213364,1.6051311225735416,0.2907253680377912,7,42.10451369147303,2.072326583694641e-08,0.0967566218827736,1,10,12,0.9574468085106383,3,2.486791900433569e-10,0.9961315280464217,0.7166728973388672,0.8181818181818182,R2,ramen,0.23965372145175934,-0.3971900939941406,5.109434127807617,43;42;44;11
ramen_sample_023,False,0.0475891130207624,4.564592945299955,10,1.0,146.0,4.565874726197277,35866.50463894287,0.08534426079447584,3,1.480785586834832,3.443717369820159,1.0617216982050268,0.7355145251974591,0.19797617837901374,7,34.50141153635123,2.072326583694641e-08,0.08105032160568902,1,6,7,0.958904109589041,2,2.2104816892742837e-10,0.9931506849315068,0.7423622608184814,0.589041095890411,R2,ramen,-4.01334285736084,4.09771728515625,-1.368517518043518,84;85;100;102
ramen_sample_024,False,0.04535458137227782,4.350371845882004,125,1.0,375.0,4.365904794524841,85159.13081251232,0.38966692425504434,3,1.0319494783616983,2.524189935915267,0.9983124694714223,1.1459586597785094,0.22528592238695472,8,53.49642101045081,2.072326583694641e-08,0.10939102139590542,1,14,182,0.06666666666666667,9,1.6578612669557127e-10,0.31733333333333336,0.37624987959861755,0.6346666666666667,R2,ramen,-0.2510390877723694,2.4667255878448486,1.7234869003295898,122;124;121;123
ramen_sample_025,False,0.042526571736715965,4.079082030542264,2,0.6666666666666666,267.0,4.081871484666544,77874.68638484654,0.08300085209743056,2,1.6788430986646603,3.3576861973293206,0.6878016060738116,3.3576861973293206,0.31278406906171485,8,52.337296104508404,2.072326583694641e-08,0.12281456149088739,1,9,43,0.26217228464419473,4,1.6578612669557127e-10,0.5243445692883895,0.5059979557991028,0.4606741573033708,R4,ramen,-4.511911392211914,-0.1936926245689392,1.3251532316207886,47;79;77;78
ramen_sample_026,False,0.06515110675904161,6.249048110977918,2,0.6666666666666666,69.0,6.252993755562636,9447.612713018341,0.47371835451438093,3,0.0714667769070344,0.1750281618653844,0.5982695919372004,0.08475585284607234,0.0,8,58.167273373022454,2.072326583694641e-08,0.08479191241859299,1,7,10,0.7536231884057971,2,2.486791900433569e-10,0.8840579710144928,0.5156249403953552,0.8260869565217391,R4,ramen,5.816855430603027,2.086122989654541,0.4608353078365326,108;105;62;65
ramen_sample_027,False,0.05092397629077715,4.88441523776487,7,1.0,31.0,4.895811186147436,12032.552967360749,0.1592609249030191,2,2.4796663314626053,4.95933266292521,0.5954002839893385,4.95933266292521,0.3692533625498984,6,45.54706844546525,2.072326583694641e-08,0.08602811068094192,1,3,5,0.4838709677419355,3,3.592032745070711e-10,0.9354838709677419,0.7511192560195923,0.9354838709677419,R4,ramen,-0.6304280161857605,4.695568084716797,-2.5072507858276367,132;133;114;115
ramen_sample_028,False,0.041701710023693064,3.9995698831660356,114,1.0,1187.0,4.001415727835309,292849.55786704127,0.3042246456128955,3,1.3069784371012558,3.1777348766789926,0.8709564923279807,1.252166312906497,0.2342338745095724,8,57.10131797968631,2.072326583694641e-08,0.09813883553352085,1,33,300,0.11962931760741365,12,8.289306334778563e-11,0.4700926705981466,0.5186753869056702,0.5088458298230834,R2,ramen,-1.5995609760284424,2.1296603679656982,1.580417275428772,122;121;124;120
ramen_sample_029,False,0.08408008551272224,8.064829868364258,5,1.0,197.0,8.155544871508182,10950.186843604315,0.4523005600862403,3,0.4589307987304517,1.0868320831587237,0.679347743606123,0.29466783883647096,0.0456539095125064,8,33.4050806650661,2.072326583694641e-08,0.11144928148604895,2,11,14,0.5025380710659898,2,2.486791900433569e-10,0.9796954314720813,0.5854049921035767,0.5279187817258884,R2,ramen,6.366798400878906,3.676086664199829,-0.7218078970909119,108;105;103;62
ramen_sample_030,False,0.07134800993836479,6.843613408240033,37,1.0,180.0,6.864233536582124,12830.559990497999,0.28441135666387046,3,2.058568964942022,5.028241003945223,0.7272567288759799,2.1865962584668015,0.2495410929003279,8,56.84377213872665,2.072326583694641e-08,0.120034476792247,1,9,14,0.9055555555555556,5,1.934171478114998e-10,0.9611111111111111,0.5611276626586914,0.8611111111111112,R2,ramen,0.3931659460067749,-1.1148033142089844,5.5654401779174805,43;42;11;1
ramen_sample_031,False,0.11983832583913288,11.495300227263252,111,1.0,255.0,11.536633086445375,7821.320333102822,0.2882907360595503,3,1.9320961541790904,4.680450126620338,0.6977412410591477,1.733166639732925,0.29164300119440295,8,47.214254697452084,2.072326583694641e-08,0.12397187219915896,1,11,66,0.32941176470588235,7,2.2104816892742834e-10,0.5058823529411764,0.7472307085990906,0.44313725490196076,R2,ramen,-2.298746109008789,1.6125378608703613,3.171024799346924,122;26;25;16
ramen_sample_032,False,0.10058745724168736,9.648575452233766,8,1.0,112.0,9.711951879439841,4789.063092093987,0.024139115149797222,3,0.45195771175987054,1.0956810290484746,1.0568464160958388,0.4106971901371619,0.03206878669303813,8,38.67048934437203,2.072326583694641e-08,0.13435044671145943,1,7,20,0.26785714285714285,5,2.7631021115928547e-10,0.5089285714285714,0.34514814615249634,0.44642857142857145,R2,ramen,-5.117804050445557,8.883477210998535,-4.862662315368652,100;98;99;97
ramen_sample_033,False,0.07193181032542306,6.899482977453082,2,0.6666666666666666,121.0,6.908171668040301,9072.368187442382,0.14070168778840947,2,0.33344361842358383,0.6668872368471677,0.6931471805599453,0.6668872368471677,0.06439216704967105,8,43.083059455664355,2.072326583694641e-08,0.10875606420826736,1,9,10,0.4297520661157025,2,1.3815510557964273e-10,0.9917355371900827,0.2735450267791748,0.8925619834710744,R4,ramen,-4.288841724395752,-2.0353636741638184,2.4238016605377197,48;45;47;73
ramen_sample_034,False,0.10038761918461671,9.62924562678967,86,1.0,363.0,9.644321400134919,27607.50074049038,0.44129545027437866,3,1.2678107126738005,3.104340458094314,0.6649082664935183,1.479021377749877,0.1663323544746972,8,43.38135127343083,2.072326583694641e-08,0.08942549202253436,1,12,93,0.1928374655647383,7,2.486791900433569e-10,0.35537190082644626,0.4223299026489258,0.5537190082644629,R2,ramen,2.5825862884521484,4.350600242614746,1.2814284563064575,123;124;125;122
ramen_sample_035,False,0.16970012334851906,16.27726840844983,0,0.0,487.0,16.28580968410614,2835.647076589543,0.0,1,0.0,0.0,0.0,0.0,0.0,8,37.824607422751164,2.072326583694641e-08,0.058044827889037004,3,13,22,0.3798767967145791,3,3.315722533911426e-10,0.675564681724846,0.5003159046173096,0.5092402464065708,R4,ramen,5.0477728843688965,-0.9870618581771851,2.539907693862915,40;65;63;38
ramen_sample_036,False,0.057328331076537335,5.498843560281294,10,1.0,27.0,5.53720158524563,12893.789987714617,0.27947371667790655,3,0.47303887779368303,1.1174164866571474,1.044089104829551,0.29322508740436204,0.2155566907017872,8,70.538103445324,2.072326583694641e-08,0.03762555122547906,1,4,6,0.5555555555555556,2,2.2104816892742837e-10,0.5925925925925926,0.5640180706977844,0.5925925925925926,R4,ramen,-3.6456925868988037,1.5336554050445557,-0.34912100434303284,70;101;135;53
ramen_sample_037,False,0.2682951146265915,25.73557819424886,32,1.0,32.0,25.84773070373924,167.72157480786493,0.2758450681032523,3,0.9639052573124572,2.356053225732138,0.8963419178897021,1.044722633279692,0.06153788613409484,8,33.11465614285811,2.072326583694641e-08,0.10526964245367738,1,6,11,0.5625,3,2.2104816892742834e-10,0.6875,0.5796418190002441,0.34375,R4,ramen,4.6023664474487305,10.36032485961914,-3.4269046783447266,109;103;108;107
ramen_sample_038,False,0.15779487323753333,15.13554646932923,39,1.0,71.0,15.147748007078977,878.8629112338874,0.2658631505076712,3,1.3015875415083844,3.1774747918786517,0.6740851607512401,1.3621848917022916,0.047881534681286524,7,29.797671459430482,2.072326583694641e-08,0.09530242118273415,1,3,5,0.4084507042253521,3,2.486791900433569e-10,0.8591549295774648,0.6134304404258728,0.43661971830985913,R2,ramen,4.676177501678467,22.75986671447754,-6.669312477111816,109;107;110;104
ramen_sample_039,False,0.16601135762419486,15.924180633531554,9,1.0,129.0,15.971623513174906,1142.0998306365916,0.16061530376753166,3,0.839862327218667,2.04843481275687,0.8675632284894284,0.859610624988683,0.05263459713263511,7,29.562096028768625,2.072326583694641e-08,0.11608702784512197,1,6,16,0.3643410852713178,3,2.2104816892742834e-10,0.5581395348837209,0.5328037738800049,0.32558139534883723,R2,ramen,2.477888584136963,12.272180557250977,-6.609855651855469,109;107;104;110
ramen_sample_040,False,0.04714407195281617,4.522021032991089,126,1.0,571.0,4.525027134384864,131235.8840918162,0.3776875402778835,3,1.0863983052414727,2.6576409889880486,1.0320763550456582,1.2109899824017933,0.22626967042931556,8,56.87026998460303,2.072326583694641e-08,0.1149577518597577,1,18,120,0.5131348511383538,10,1.6578612669557127e-10,0.647985989492119,0.7196111083030701,0.5954465849387041,R2,ramen,-0.5361599326133728,2.3301944732666016,1.8805469274520874,122;124;121;123
ramen_sample_041,False,0.07413953409029396,7.111403802115617,13,1.0,217.0,7.162962866466745,23057.74983254117,0.18436708143584118,3,1.7584260659980417,4.250953062283633,0.8596298163035809,1.5243704009018035,0.374337137849784,8,47.812131293160014,2.072326583694641e-08,0.15790423252626323,1,13,91,0.19815668202764977,8,2.2104816892742837e-10,0.34101382488479265,0.4449329972267151,0.5622119815668203,R2,ramen,-4.634483337402344,1.8887295722961426,1.5245813131332397,70;53;106;101
ramen_sample_042,False,0.14129064290639565,13.552443486228361,24,1.0,49.0,13.570595437421884,1034.6287161447349,0.10471640904966469,3,1.1573765005280732,2.820126079089377,1.0206122511583011,1.1590484753940764,0.08869303972098531,4,12.980310929047533,2.072326583694641e-08,0.05213862225892248,1,2,4,0.7142857142857143,3,3.592032745070711e-10,0.7142857142857143,0.5330590009689331,0.6122448979591837,R4,ramen,-1.6672124862670898,7.014496803283691,-2.8363747596740723,133;85;86;132
ramen_sample_043,False,0.06330907877385972,6.072579937993309,46,1.0,178.0,6.074375897633691,23242.384807138485,0.18971108956395205,3,1.5152370971820124,3.6393885183940293,1.0759790617086493,1.1889138043786556,0.21030267027653377,8,59.40664105362705,2.072326583694641e-08,0.07087377996255997,1,7,64,0.1348314606741573,9,1.9341714781149983e-10,0.2640449438202247,0.5634863972663879,0.7078651685393258,R2,ramen,-4.305055618286133,3.7983620166778564,1.9226667881011963,121;122;70;120
ramen_sample_044,False,0.24219181051486932,23.231583954359635,10,1.0,61.0,23.422450950109262,348.464076966331,0.04224677666451663,3,0.6785287827427684,1.6595594131875906,1.0470977137727404,0.7510218109764768,0.08034170743835416,7,40.322328276486516,2.072326583694641e-08,0.1401120188812777,1,1,6,0.5409836065573771,4,3.0394123227521403e-10,0.6557377049180327,0.5395306944847107,0.6229508196721312,R2,ramen,-5.310094833374023,7.00775146484375,-2.963200330734253,100;102;98;84
ramen_sample_045,False,0.0888749320451234,8.524616271904204,3,1.0,67.0,8.540560069910317,5593.538646046721,0.4687452198455289,3,0.11704796953280483,0.2792843910362439,0.888304923722482,0.08350669903397545,0.011855728469790997,7,35.503167728569224,2.072326583694641e-08,0.10217914250432299,1,8,8,0.5970149253731343,1,1.9341714781149983e-10,1.0,0.36100324988365173,0.6567164179104478,R4,ramen,6.594602584838867,2.8642802238464355,0.16840335726737976,108;105;62;65
ramen_sample_046,False,0.13147190056141528,12.610659035840234,35,1.0,101.0,12.75366205741178,5237.571912074532,0.29957773312759106,3,1.5772966801844877,3.8428104730234143,0.635060963048895,1.574998785560373,0.1539420473888753,8,54.53268427893108,2.072326583694641e-08,0.10259832461915375,1,5,20,0.1782178217821782,5,1.3815510557964273e-10,0.8118811881188119,0.7213090658187866,0.6831683168316832,R2,ramen,1.8296012878417969,-1.3881111145019531,6.707474708557129,42;43;40;11
ramen_sample_047,False,0.09870436746392816,9.467639692580068,0,0.0,150.0,9.483488004399087,6990.929652454568,0.0,1,0.0,0.0,0.0,0.0,0.0,7,36.878591218000864,2.072326583694641e-08,0.14480403230225222,2,2,13,0.5533333333333333,4,1.934171478114998e-10,0.6666666666666666,0.6895971894264221,0.6,R4,ramen,5.770595550537109,0.08726531267166138,2.3535778522491455,65;62;40;63
ramen_sample_048,False,0.041701710023693064,3.9997141483814787,107,1.0,297.0,4.003103883783145,91436.48065776685,0.33546570309890994,3,1.924985648480631,4.687159628164814,0.8400261817795309,1.8986474305338574,0.3206108541564654,8,55.573560751976885,2.072326583694641e-08,0.10430035950890243,1,14,75,0.16835016835016836,10,1.6578612669557127e-10,0.5353535353535354,0.516753613948822,0.5286195286195287,R2,ramen,-1.1301902532577515,0.8431339263916016,2.824150562286377,122;16;22;25
