roi,known,radius,normalized_radius_units,n_cameras_see_hole,visible_support_fraction,boundary_support_count,norm_dist_center_support,support_density,projected_support_coverage,n_depth_modes,depth_variance,depth_discontinuity,depth_mode_entropy,depth_min_mode_sep,cross_view_depth_std,n_normal_clusters,normal_dispersion,normal_entropy,pca_curvature,graph_components_C0,graph_components_C1,graph_components_C3,largest_component_fraction,n_semantic_ids,semantic_entropy,semantic_purity,semantic_confidence,cross_modal_normal_sem_agreement,recover,c0_chamfer,c1_chamfer,local_spacing,recoverability_group,label_note
ramen_sample_009,False,0.1360512173303557,13.050366543661214,3,1.0,130.0,13.0576613575728,3009.30180139659,0.021711207508675265,3,0.40223797924556776,0.9623065084388616,0.9499182325364199,0.2979760132036171,0.07388036796383965,8,52.83467483520508,2.072326583694641e-08,0.08958572386384815,1,7,28,0.5230769230769231,6,1.934171478114998e-10,0.6,0.5641450881958008,0.5615384615384615,0,0.06085608440401408,0.045718804558887355,0.010425087822260294,R4_low_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_010,False,0.041701710023693064,3.999595530055716,127,1.0,539.0,4.0021262216627465,126831.24736399917,0.4248256883761218,3,1.1738280757012394,2.860036965887206,1.0772981751181392,1.1739579506681954,0.2611268484037662,8,63.409889221191406,2.072326583694641e-08,0.08845869007541571,1,15,261,0.10760667903525047,9,1.934171478114998e-10,0.31539888682745826,0.40859538316726685,0.6567717996289425,1,0.01357162072870515,0.012114544179289272,0.010426481805552008,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_011,False,0.041701710023693064,3.999744906577187,126,1.0,649.0,4.056575933952897,151270.49104211197,0.3293228615849944,3,1.7060746054258862,4.135142510034507,0.6814556043454296,1.5445465586261031,0.27582786957642885,8,51.60139846801758,2.072326583694641e-08,0.10635784346495626,1,22,202,0.16024653312788906,12,1.1052408446371418e-10,0.362095531587057,0.5159848928451538,0.576271186440678,1,0.013129300221959024,0.012859280916988736,0.010426092412823305,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_012,False,0.041701710023693064,3.9994039313825676,106,1.0,643.0,4.01615380115636,147478.19460930137,0.3387574337718539,3,1.9220693563898112,4.688412724109156,0.8060692842238404,1.971825717034104,0.3407542655261675,7,19.141817092895508,2.072326583694641e-08,0.16060346959652946,1,13,97,0.6049766718506998,14,5.526204223185709e-11,0.6283048211508554,0.6030893325805664,0.4572317262830482,1,0.009762331820267114,0.008816857912665944,0.010426981305005883,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_013,False,0.23654141280123678,22.6889653322251,2,0.6666666666666666,288.0,22.736562392649827,4060.150889237572,0.37241971375043753,3,0.11477695668705216,0.2808254397560437,0.8594587402535905,0.1288076206580655,0.04743294469712878,8,71.00609588623047,2.072326583694641e-08,0.05972190630184459,2,18,33,0.2638888888888889,4,1.6578612669557127e-10,0.3958333333333333,0.48580774664878845,0.6006944444444444,0,0.1487774873787664,0.1272726685433582,0.010425394430184854,R4_low_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_014,False,0.041701710023693064,3.999691591807893,1,0.3333333333333333,295.0,4.006573135545157,68050.65265543477,0.3323453946067228,3,0.02823357983910233,0.06913214704913662,1.0851886129730566,0.032932880127643394,0.0,8,63.518856048583984,2.072326583694641e-08,0.07742945992097787,1,19,25,0.8576271186440678,2,1.3815510557964273e-10,0.9627118644067797,0.4372750520706177,0.9423728813559322,1,0.012694746804484,0.014403438854866269,0.010426231389716614,R4_low_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_015,False,0.041701710023693064,3.999978307039261,99,1.0,300.0,4.001229633785104,71000.2165476208,0.4670207278329275,3,1.3816395255133707,3.382306984145627,1.0414690364371482,1.5902842607708934,0.24546050134496036,8,61.29835891723633,2.072326583694641e-08,0.08386154318469621,1,6,102,0.33666666666666667,9,1.9341714781149983e-10,0.4266666666666667,0.5997468829154968,0.5633333333333334,0,0.029439713766078554,0.029297009518299277,0.010425484045827289,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_016,False,0.041701710023693064,3.9994571033592,127,1.0,769.0,4.01013865643781,186033.20834287585,0.33854565015816146,3,1.5904281511528677,3.86807335580445,0.6542944756541937,1.5326838985488824,0.26609252151856433,8,55.60295486450195,2.072326583694641e-08,0.09345449349574562,1,28,217,0.14954486345903772,8,2.2104816892742837e-10,0.38881664499349805,0.5452781915664673,0.5786736020806242,0,0.017503440038400465,0.01692949042277177,0.0104268426803896,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_017,False,0.07481175618244054,7.175937269422636,19,1.0,335.0,7.19000114626668,23171.574267691078,0.1775142087033336,3,1.7707287607903592,4.282157751979135,1.031007103152565,1.5435796796056094,0.3785791406741311,8,49.650001525878906,2.072326583694641e-08,0.1148951135301547,1,13,70,0.1880597014925373,7,2.486791900433569e-10,0.6805970149253732,0.6013485789299011,0.5701492537313433,0,0.027776106087324948,0.02333509450905534,0.010425363736277445,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_018,False,0.09185096723621297,8.810551653670432,72,1.0,224.0,8.818221724916308,10962.634992359288,0.4892377392768894,3,1.300590156070293,3.1838371825398504,0.7931373315720475,1.4955236245506818,0.2011470393827832,8,52.47172164916992,2.072326583694641e-08,0.06636580456178547,1,9,70,0.14732142857142858,8,2.2104816892742837e-10,0.25,0.40880972146987915,0.7276785714285714,0,0.030038503367825924,0.02559824331555435,0.010425109669262118,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_019,False,0.07376128642772416,7.075201694296177,115,1.0,122.0,7.076036417658662,7804.76405619966,0.36269539997435346,3,1.768935936415118,4.326735435352062,0.529155119464204,1.9618114811430578,0.2677004783420874,8,31.92186737060547,2.072326583694641e-08,0.06545077076072602,1,4,34,0.20491803278688525,8,2.2104816892742837e-10,0.32786885245901637,0.38934633135795593,0.4262295081967213,0,0.02826409508836495,0.01880070150204552,0.010425326317861493,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_020,False,0.08650443501728373,8.297429879336146,3,1.0,51.0,8.388694155310013,1888.2792888364943,0.17805182355464164,3,0.10742799838276476,0.26107625935067524,1.0609442408074992,0.10202713413033582,0.014238745142326186,6,37.11714553833008,2.072326583694641e-08,0.10525380499006835,1,1,4,0.49019607843137253,2,2.7631021115928547e-10,0.7843137254901961,0.5643179416656494,0.7254901960784313,0,0.02488003290771707,0.02488003290771707,0.010425449359049566,R4_low_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_021,False,0.07278213849214445,6.981148518290395,7,1.0,228.0,6.998406025021614,19378.751248522443,0.3725620152629338,3,1.2892998637917041,3.0567748946043842,1.0710985935537318,0.8410599727552004,0.12140456962950241,8,41.10859298706055,2.072326583694641e-08,0.09007927256359846,1,13,16,0.6710526315789473,2,1.3815510557964273e-10,0.9868421052631579,0.6253587007522583,0.8245614035087719,0,0.01977477374942374,0.024493011301077457,0.01042552501231817,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
ramen_sample_022,False,0.041701710023693064,3.999910917378976,54,1.0,517.0,4.009193157575901,122617.58466087628,0.3334976047280236,3,1.7557280132751107,4.257891799748879,1.0407009789213364,1.6051311225735416,0.2907253680377912,7,42.104515075683594,2.072326583694641e-08,0.0967566218827736,1,10,12,0.9574468085106383,3,2.486791900433569e-10,0.9961315280464217,0.7166728973388672,0.8181818181818182,0,0.051992947759379814,0.047739706050573816,0.010425659692196087,R2_high_support_high_ambig,geometric surrogate (C1-HARD Chamfer <= 1.5x spacing); render Hole-LPIPS label unavailable (no CUDA rasterizer)
